epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6746718659496947,57.38255033557047,0.7560353196765247,50.666666666666664
2,0.5874753270873287,68.79194630872483,0.8076087814804754,50.666666666666664
3,0.5571762358382244,70.13422818791946,0.6493827026141318,54.666666666666664
4,0.5040844669628063,73.8255033557047,0.8562178621558767,50.666666666666664
